Song,Moods,Styles,Vocals,Speaker,Skills,Timbres,Score,Split
MT0002193996,"Amiable/Good-Natured,Bittersweet,Calm/Peaceful,Delicate,Earnest,Earthy,Elegant,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Literate,Melancholy,Poignant,Reflective,Romantic,Sensual,Sentimental,Soothing,Spiritual,Street-Smart,Wistful","Adult Contemporary,New Orleans R&B",Tenor-1_Breathy_You_Belong_With_Me_Paired_Speech_Group_0002.wav,Tenor-1,"Straight tone, Rhythmic phrasing","Gentle, Clear, Smooth",0.115,train
MT0031375281,"Bittersweet,Earthy,Nostalgic,Plaintive,Poignant,Reflective,Reverent,Rustic,Sentimental,Spiritual,Wistful,Yearning","Bluegrass,Bluegrass-Gospel,Close Harmony,Gospel,Traditional Bluegrass",Alto-1_Vibrato_my_heart_will_go_on_Vibrato_Group_0012.wav,Alto-1,"vibrato, legato, portamento","clear, gentle, nasal",0.172,train
MT0014550042,"Bright,Cerebral,Clinical,Complex,Detached,Energetic,Giddy,Hypnotic,Irreverent,Manic,Playful,Rambunctious,Refined,Restrained,Rollicking,Sparse,Tense/Anxious,Trippy,Whimsical","Club/Dance,Experimental Techno,House,Microhouse,Techno",M1-WildFlowers-Pop-正常15.wav,M1,"vibrato, sustained notes","resonant, textured, clear",0.115,train
MT0000401600,"Cheerful,Lively,Marching,Positive,Strong","Club/Dance,Funk",F4-YouAreTheReason-Pop-抒情68.wav,F4,"vibrato, falsetto","gentle, airy, warm",0.152,train
MT0003402178,"Agreeable,Calm/Peaceful,Narcotic,Pure,Sentimental,Striding,Sweet",Celtic,Tenor-1_Mixed_Voice_and_Falsetto_Love_on_the_Brain_Control_Group_0005.wav,Tenor-1,"vibrato, falsetto, belting","warm, clear, focused",0.175,train
MT0008722511,"Ambitious,Bleak,Brooding,Confident,Earnest,Gloomy,Hypnotic,Plaintive,Poignant,Rebellious,Reflective,Rousing,Searching,Spiritual,Street-Smart,Yearning","Contemporary Reggae,Dancehall",Alto-1_Breathy_innocence_Control_Group_0012.wav,Alto-1,"vibrato, belting","bright, clear, warm",0.215,train
MT0013193016,"Amiable/Good-Natured,Carefree,Gentle,Innocent,Laid-Back/Mellow,Light,Reflective,Relaxed,Searching,Sentimental,Wistful,Yearning","Country-Folk,Country-Pop,Folk-Rock,Psychedelic/Garage,Singer/Songwriter,Soft Rock",Tenor-1_Mixed_Voice_and_Falsetto_Rolling_in_the_Deep_Paired_Speech_Group_0003.wav,Tenor-1,"Chest voice, Vibrato, Soulful","Husky, Powerful, Resonant",0.125,train
MT0006397809,"Acerbic,Bitter,Brash,Cathartic,Confrontational,Cynical/Sarcastic,Hypnotic,Plaintive,Snide,Tense/Anxious,Uncompromising,Urgent",Dancehall,Alto-2_Breathy_Fly_Me_to_the_Moon_Breathy_Group_0004.wav,Alto-2,"vibrato, legato","warm, gentle, airy",0.615,train
MT0003517837,"Amiable/Good-Natured,Gentle,Innocent,Intimate,Laid-Back/Mellow,Lush,Reflective,Romantic,Sentimental,Soothing,Sweet","Bubblegum,Glam Rock,Glitter,Hard Rock,Soft Rock",MT0003517837_vocals.wav,Sweet,"belting, vibrato, falsetto","husky, warm, powerful",0.978,train
MT0010751134,"Intimate,Melancholy,Passionate,Sad,Somber","Contemporary Country,Neo-Traditionalist Country,Progressive Country",Tenor-1_Breathy_Stay_Control_Group_0003.wav,Tenor-1,"vibrato, sustain, legato","warm, smooth, resonant",0.885,train
MT0010755212,"Cheerful,Energetic,Exuberant,Happy,Innocent,Joyous,Light,Playful,Romantic,Summery,Sweet","American Punk,New York Punk,Punk,Punk/New Wave",Tenor-1_Mixed_Voice_and_Falsetto_Exile_Mixed_Voice_Group_0003.wav,Tenor-1,"vibrato, belting","gentle, clear, smooth",0.14,train
MT0028623145,"Aggressive,Angry,Brash,Cathartic,Energetic,Fiery,Harsh,Intense,Manic,Menacing,Ominous,Paranoid,Rollicking,Tense/Anxious,Volatile",Heavy Metal,Alto-1_Mixed_Voice_and_Falsetto_you_raise_me_up_Paired_Speech_Group_0000.wav,Alto-1,"clean delivery, smooth legato","gentle, clear, warm",0.117,train
MT0011458668,"Dramatic,Eerie,Intense,Menacing,Ominous,Paranoid,Spooky,Tense/Anxious,Theatrical,Unsettling,Volatile","Original Score,Soundtracks,TV Soundtracks",F4-Consequence-Pop-力量26.wav,F4,"belting, vibrato","powerful, clear, husky",0.938,train
MT0034992958,"Atmospheric,Bittersweet,Earnest,Earthy,Hypnotic,Intimate,Organic,Passionate,Plaintive,Poignant,Reflective,Reverent,Spiritual,Stately,Summery,Warm,Weary,Yearning","Political Reggae,Roots Reggae",F1-LetItGo-Opera-正常30.wav,F1,"vibrato, belting","warm, bright, clear",0.215,train
MT0008068959,"Intimate,Lonely,Nostalgic,Sad,Yearning","Club/Dance,Composer Songbook,French Chanson",Tenor-1_Mixed_Voice_and_Falsetto_You_Belong_With_Me_Mixed_Voice_Group_0009.wav,Tenor-1,"vibrato, falsetto","warm, smooth, clear",0.925,train
MT0008905908,"Anguished/Distraught,Cathartic,Dramatic,Earnest,Earthy,Gentle,Gritty,Intimate,Laid-Back/Mellow,Organic,Passionate,Plaintive,Reflective,Sad,Warm","Deep Soul,Soul,Southern Soul",M2-FlyMeToTheMoon-JazzPop-正常06.wav,M2,"vibrato, legato","gentle, warm, clear",0.525,train
MT0006929157,"Aggressive,Belligerent,Brash,Confident,Dramatic,Energetic,Fierce,Fiery,Harsh,Intense,Malevolent,Marching,Menacing,Outrageous,Pulsing,Rebellious,Reckless,Sparse,Street-Smart,Strong,Swaggering,Uncompromising","Club/Dance,East Coast Rap,Gangsta Rap,Hardcore Rap",Alto-1_Mixed_Voice_and_Falsetto_big_big_world_Control_Group_0001.wav,Alto-1,"vibrato, head voice, legato","gentle, clear, bright",0.042,train
MT0000704913,"Carefree,Cheerful,Lively,Optimistic,Positive","Adult Contemporary,Alternative/Indie Rock,Britpop",Tenor-1_Mixed_Voice_and_Falsetto_Unconditionally_Paired_Speech_Group_0005.wav,Tenor-1,"vibrato, legato","gentle, clear, soft",0.285,train
MT0000004637,"Atmospheric,Autumnal,Circular,Greasy,Gritty,Messy,Organic,Rustic,Wry","Appalachian,North American Traditions,Old-Timey",Alto-1_Mixed_Voice_and_Falsetto_big_big_world_Control_Group_0002.wav,Alto-1,"vibrato, legato","gentle, clear, airy",0.115,train
MT0003149291,"Boisterous,Carefree,Celebratory,Cheerful,Confident,Energetic,Exuberant,Fun,Giddy,Happy,Joyous,Lively,Manic,Playful,Rousing,Spicy,Summery","Dominican Traditions,Merengue,Tropical",M1-HeartOfGold-FolkRockCountry-正常01.wav,M1,"straight tone, low register","husky, gravelly",0.085,train
MT0005155949,"Cerebral,Complex,Elegant,Freewheeling,Playful,Relaxed,Sophisticated,Stylish,Warm,Witty",Vocal Jazz,MT0005155949_vocals.wav,Carmen McRae,"vibrato, smooth phrasing, controlled","clear, warm, focused",0.872,train
MT0001323890,"Aggressive,Bleak,Cerebral,Clinical,Cold,Detached,Difficult,Druggy,Fiery,Harsh,Hypnotic,Intense,Menacing,Nocturnal,Ominous,Provocative,Tense/Anxious,Uncompromising,Unsettling,Urgent","Acid Techno,Detroit Techno,Minimal Techno,Techno",Alto-2_Vibrato_Young_And_Beautiful_Control_Group_0003.wav,Alto-2,"vibrato, legato, airy tone","warm, gentle, bright",0.88,train
MT0002336535,"Agreeable,Calm/Peaceful,Dreamy,Lonely,Romantic,Sad,Sentimental,Yearning","Adult Contemporary,French Chanson",Alto-1_Glissando_my_love_Paired_Speech_Group_0010.wav,Alto-1,"vibrato, legato","bright, gentle, clear",0.235,train
MT0012292188,"Carefree,Earnest,Earthy,Freewheeling,Greasy,Laid-Back/Mellow,Lazy,Light,Messy,Organic,Playful,Refined,Relaxed,Reserved,Self-Conscious,Soothing,Sparse,Street-Smart,Swaggering,Warm,Weary","Blues Revival,Chicago Blues,Early R&B,Electric Blues,Electric Chicago Blues,Electric Harmonica Blues,Regional Blues",Alto-1_Mixed_Voice_and_Falsetto_seasons_in_the_sun_Falsetto_Group_0019.wav,Alto-1,"vibrato, legato","gentle, clear, sweet",0.135,train
A190,,,Alto-2_Mixed_Voice_and_Falsetto_Cry_on_My_Shoulder_Paired_Speech_Group_0003.wav,Alto-2,"Vibrato, Legato, Controlled","Gentle, Airy, Clear",0.856,train
MT0008154135,"Dramatic,Earnest,Earthy,Elegant,Gutsy,Intense,Intimate,Literate,Lively,Organic,Passionate,Plaintive,Poignant,Reflective,Reverent,Searching,Self-Conscious,Sophisticated,Spiritual,Stylish,Theatrical","Adult Contemporary,Contemporary Pop/Rock,Soft Rock",Tenor-1_Breathy_I_Knew_You_Were_Trouble_Control_Group_0005.wav,Tenor-1,"falsetto, vibrato","bright, gentle, clear",0.255,train
MT0001891229,"Aggressive,Brash,Dramatic,Energetic,Exciting,Fierce,Fiery,Harsh,Hostile,Intense,Malevolent,Menacing,Paranoid,Raucous,Rebellious,Reckless,Rowdy,Swaggering,Tense/Anxious,Urgent,Volatile","Big Beat,Club/Dance,Electronica,Funky Breaks",MT0001891229_vocals.wav,The Prodigy,"vibrato, sustained notes","bright, ethereal, clear",0.085,train
MT0011950450,"Amiable/Good-Natured,Cheerful,Dramatic,Earnest,Joyous,Passionate,Precious,Warm","Adult Contemporary,Christmas,Contemporary Pop/Rock,Early Pop/Rock,Soft Rock",Tenor-1_Mixed_Voice_and_Falsetto_Shallow_Control_Group_0001.wav,Tenor-1,"vibrato, chest voice","nasal, thin, strained",0.133,train
MT0008397103,"Aggressive,Bleak,Cerebral,Detached,Fiery,Harsh,Intense,Manic,Menacing,Ominous,Visceral,Volatile","Alternative/Indie Rock,Dark Ambient,Experimental,Experimental Rock,Industrial",F4-SafeAndSound-Pop-正常抒情25.wav,F4,"vibrato, head voice, legato","warm, gentle, bright",0.875,train
MT0014693814,"Bittersweet,Dramatic,Earnest,Insular,Intimate,Literate,Melancholy,Passionate,Plaintive,Poignant,Reflective,Searching,Self-Conscious,Sentimental,Smooth,Somber,Theatrical,Warm,Weary,Wistful","Adult Alternative Pop/Rock,Alternative Country-Rock,Alternative/Indie Rock,Contemporary Country",Alto-2_Mixed_Voice_and_Falsetto_You_Belong_With_Me_Control_Group_0000.wav,Alto-2,"straight tone, rhythmic phrasing","bright, clear, youthful",0.412,train
MT0011158114,"Anguished/Distraught,Bleak,Confrontational,Dramatic,Earnest,Earthy,Gutsy,Intimate,Knotty,Literate,Organic,Plaintive,Poignant,Reflective,Restrained,Rustic,Self-Conscious,Theatrical,Weary,Yearning","Bakersfield Sound,Honky Tonk,Traditional Country",Alto-2_Pharyngeal_Safe_and_Sound_Paired_Speech_Group_0000.wav,Alto-2,"vibrato, head voice, legato","warm, gentle, bright",0.115,train
MT0032778604,"Bittersweet,Brooding,Delicate,Dreamy,Earthy,Ethereal,Hypnotic,Nocturnal,Organic","Dub,Lovers Rock,Roots Reggae,Smooth Reggae",Alto-2_Mixed_Voice_and_Falsetto_Five_Hundred_Miles_Control_Group_0003.wav,Alto-2,"Vibrato, Legato","Gentle, Bright, Airy",0.482,train
MT0006256204,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Heavy Metal,Progressive Metal,Speed/Thrash Metal",F1-TheShow-Pop-甜美30.wav,F1,"clean, legato","gentle, bright, clear",0.085,train
MT0011960348,"Confident,Dramatic,Energetic,Freewheeling,Passionate,Stately,Theatrical,Uncompromising,Volatile","Alternative/Indie Rock,Avant-Garde Jazz,Experimental Rock,Modern Composition,Modern Creative",Tenor-1_Breathy_What_Was_I_Made_For？_Breathy_Group_0002.wav,Tenor-1,"vibrato, breathy","gentle, warm, soft",0.075,train
MT0000647818,"Bittersweet,Delicate,Dramatic,Earnest,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Plaintive,Poignant,Reflective,Reverent,Sentimental,Smooth,Soothing,Sweet,Warm,Wistful","Christmas,Contemporary Country,Country-Pop,Holidays,Neo-Traditionalist Country,New Traditionalist",Tenor-1_Mixed_Voice_and_Falsetto_Look_What_You_Make_Me_Do_Falsetto_Group_0001.wav,Tenor-1,"vibrato, falsetto","bright, clear, gentle",0.845,train
MT0000380307,"Atmospheric,Calm/Peaceful,Dreamy,Elegant,Gentle,Laid-Back/Mellow,Light,Lush,Reflective,Relaxed,Reserved,Romantic,Sentimental,Slick,Smooth,Soothing,Sophisticated,Stylish,Warm,Wistful","Traditional Pop,Vocal Pop",F4-YouAreTheReason-Pop-抒情42.wav,F4,"vibrato, legato","warm, gentle, clear",0.856,train
MT0003228768,"Earthy,Gritty,Organic","Electric Chicago Blues,Electric Harmonica Blues,Modern Electric Chicago Blues,Regional Blues",Tenor-1_Breathy_I_Knew_You_Were_Trouble_Control_Group_0002.wav,Tenor-1,"falsetto, legato","bright, clear, gentle",0.133,train
MT0030184605,"Anguished/Distraught,Boisterous,Brash,Dramatic,Intense,Rebellious,Tense/Anxious,Urgent,Volatile","Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Goth Rock,Post-Punk",F2-ThinkOfMe-ChineseFolk-抒情47.wav,F2,"vibrato, legato","warm, clear, gentle",0.125,train
MT0001992879,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Heavy Metal,Progressive Metal,Speed/Thrash Metal",Tenor-1_Glissando_Unconditionally_Glissando_Group_0001.wav,Tenor-1,"vibrato, falsetto","gentle, smooth, clear",0.115,train
A145-134,"Sensual,Intimate,Laid-Back/Mellow,Warm",,F1-FlyMeToTheMoon-JazzOpera-抒情02.wav,F1,"vibrato, head voice","gentle, warm, breathy",0.917,train
MT0004082588,"Bleak,Brooding,Cerebral,Detached,Gloomy,Reflective,Somber,Wintry","Alternative Pop/Rock,Alternative/Indie Rock,Dream Pop,Ethnic Fusion,World Fusion",MT0004082588_vocals.wav,Dead Can Dance,"vibrato, melisma, falsetto","clear, resonant, ethereal",0.903,train
MT0001253889,"Atmospheric,Brittle,Clinical,Detached,Dreamy,Hypnotic,Nocturnal,Quirky,Relaxed,Slick,Sophisticated,Trippy","Ambient Techno,Experimental Techno,IDM,Techno",MT0001253889_vocals.wav,Autechre,"vibrato, legato","warm, clear, smooth",0.61,train
MT0013366460,"Dramatic,Elegant,Indulgent,Literate,Passionate,Provocative,Refined,Reflective,Sophisticated,Stylish,Theatrical","Contemporary Pop/Rock,New Romantic,Punk/New Wave",Alto-1_Breathy_let_it_go_Paired_Speech_Group_0004.wav,Alto-1,"clean delivery, articulate, controlled","bright, gentle, clear",0.175,train
MT0010100277,"Acerbic,Angry,Bitter,Energetic,Fierce,Hungry,Malevolent,Menacing,Nihilistic,Ominous,Organic,Provocative,Reckless,Rousing,Swaggering","British Invasion,Contemporary Pop/Rock,Early Pop/Rock,Folk-Rock,Psychedelic/Garage,Rock & Roll",Alto-1_Breathy_safe_and_sound_Breathy_Group_0010.wav,Alto-1,"vibrato, legato, breathy","gentle, warm, soft",0.115,train
MT0026143373,"Eccentric,Humorous,Light,Literate,Playful,Sexual,Slick,Smooth,Sophisticated,Sparkling,Whimsical,Witty,Wry","Baroque Pop,Early Pop/Rock,Singer/Songwriter,Soft Rock",Alto-1_Mixed_Voice_and_Falsetto_seasons_in_the_sun_Control_Group_0006.wav,Alto-1,"vibrato, legato","warm, gentle",0.185,train
MT0001289749,"Aggressive,Amiable/Good-Natured,Boisterous,Brash,Brassy,Bright,Carefree,Celebratory,Cheerful,Confident,Energetic,Exciting,Exuberant,Fun,Giddy,Gleeful,Joyous,Lively,Playful,Rousing,Smooth,Sophisticated,Spicy,Stylish,Summery,Sweet,Warm","Afro-Cuban Jazz,Big Band,Cuban Jazz,Cuban Traditions,Latin Big Band,Latin Jazz,Mambo,World Fusion",Alto-2_Breathy_All_of_Me_Paired_Speech_Group_0009.wav,Alto-2,"Straight-tone, Legato phrasing","Bright, Gentle, Clear",0.125,train
MT0000348553,"Amiable/Good-Natured,Cheerful,Earnest,Earthy,Fun,Happy,Innocent,Joyous,Playful,Quirky,Romantic,Rousing,Rustic,Sentimental,Whimsical","Folk-Pop,Folk Revival,Traditional Folk",MT0000348553_vocals.wav,The Kingston Trio,"vibrato, crooning","warm, smooth, rich",0.985,train
MT0004948855,"Aggressive,Belligerent,Boisterous,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Hardcore Punk,Heavy Metal,Punk/New Wave",Alto-2_Vibrato_Someone_Like_You_Vibrato_Group_0007.wav,Alto-2,"vibrato, falsetto, sustained notes","gentle, warm, clean",0.015,train
MT0002362108,"Amiable/Good-Natured,Bright,Carefree,Confident,Effervescent,Energetic,Exciting,Exuberant,Fun,Happy,Humorous,Joyous,Lively,Playful,Rousing,Sparkling","Big Band,Swing",F4-YouAreTheReason-Pop-抒情71.wav,F4,"Vibrato, Legato, Head Voice","Clear, Gentle, Warm",0.085,train
MT0001967374,"Cathartic,Earthy,Eccentric,Energetic,Exuberant,Fun,Greasy,Intimate,Messy,Playful,Quirky,Raucous,Rustic,Warm","Acoustic Blues,Blues Revival,Contemporary Blues,Old-Timey,String Bands",Alto-2_Mixed_Voice_and_Falsetto_You_Raise_Me_Up_Paired_Speech_Group_0000.wav,Alto-2,"legato, controlled, head voice","gentle, clear, breathy",0.215,train
MT0009631750,"Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal",Alto-1_Mixed_Voice_and_Falsetto_god_is_a_girl_Falsetto_Group_0002.wav,Alto-1,"Sustained notes, Clear diction, Pure tone","Gentle, Soft, Clear",0.025,train
MT0012030591,"Bittersweet,Celebratory,Elegant,Happy,Passionate,Romantic,Rousing,Sensual,Sparkling,Stylish,Summery","Club/Dance,Disco,Smooth Soul,Soul,Urban",F3-Monster-Pop-甜美抒情29.wav,F3,"vibrato, legato","warm, gentle, airy",0.175,train
MT0001510617,"Angry,Confrontational,Outrageous,Rambunctious,Rebellious,Reckless,Rowdy,Volatile","L.A. Punk,Punk,Punk/New Wave",F1-LetItGo-Opera-正常47.wav,F1,"vibrato, controlled","warm, gentle, clear",0.082,train
MT0005118426,"Amiable/Good-Natured,Bright,Earnest,Elegant,Freewheeling,Intimate,Joyous,Light,Lively,Refined,Smooth,Sparkling,Stylish,Warm","Swing,Traditional Pop,Vocal Jazz",MT0005118426_vocals.wav,Nat King Cole,"vibrato, legato","gentle, clear, bright",0.385,train
MT0000381928,"Lonely,Negative,Restrained,Sad,Yearning","Club/Dance,Contemporary Pop/Rock",Tenor-1_Mixed_Voice_and_Falsetto_Shallow_Falsetto_Group_0004.wav,Tenor-1,"falsetto, vibrato","gentle, airy, clear",0.174,train
MT0001844620,"Dreamy,Gloomy,Lonely,Mystical,Restrained","Alternative/Indie Rock,Indie Rock",MT0001844620_vocals.wav,The Walkabouts,"falsetto, airy delivery, legato","warm, gentle, bright",0.975,train
MT0028609181,"Earthy,Laid-Back/Mellow,Light,Lively,Organic,Pastoral,Relaxed,Rollicking,Smooth,Summery,Warm","Rocksteady,Roots Reggae",MT0028609181_vocals.wav,The Heptones,"vibrato, belting, falsetto","bright, powerful, clear",0.959,train
MT0027032503,"Aggressive,Angry,Confrontational,Fiery,Hostile,Malevolent,Menacing,Nihilistic,Outrageous,Theatrical,Volatile","Death Metal,Heavy Metal,Speed/Thrash Metal",Alto-2_Mixed_Voice_and_Falsetto_This_Is_Me_Falsetto_Group_0003.wav,Alto-2,"vibrato, head voice","bright, gentle, clear",0.115,train
MT0003475707,"Amiable/Good-Natured,Bright,Confident,Earnest,Earthy,Joyous,Knotty,Organic,Passionate,Reflective,Reverent,Rustic,Soothing,Spiritual,Warm","Country Gospel,Gospel,Traditional Country",Alto-1_Mixed_Voice_and_Falsetto_la_vie_en_rose_Paired_Speech_Group_0006.wav,Alto-1,"vibrato, legato","gentle, clear, breathy",0.215,train
MT0016933152,"Bittersweet,Bright,Cold,Detached,Earnest,Earthy,Literate,Naive,Refined,Reserved,Rustic,Sentimental,Smooth,Warm,Whimsical,Wistful","Contemporary Country,Country-Pop",Alto-1_Vibrato_if_you_love_me_for_me_Vibrato_Group_0011.wav,Alto-1,"Vibrato, Legato","Clear, Warm, Airy",0.585,train
MT0005713768,"Cathartic,Dramatic,Fiery,Gritty,Intense,Passionate,Sexual","Album Rock,British Blues,Guitar Virtuoso,Hard Rock,Regional Blues",Tenor-1_Pharyngeal_You_Belong_With_Me_Paired_Speech_Group_0008.wav,Tenor-1,"vibrato, head voice","gentle, clear, warm",0.075,train
MT0005707044,"Belligerent,Nostalgic,Optimistic,Pulsing,Serious,Strong",Gospel,MT0005707044_vocals.wav,The Five Blind Boys of Alabama,"vibrato, belting, falsetto","raspy, soulful, warm",0.995,train
MT0016469828,"Anguished/Distraught,Boisterous,Hypnotic,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Yearning","Dancehall,Roots Reggae",Tenor-1_Pharyngeal_Always_Remember_Us_This_Way_Paired_Speech_Group_0002.wav,Tenor-1,"falsetto, vibrato, smooth phrasing","warm, bright, gentle",0.867,train
MT0028813196,"Bright,Calm/Peaceful,Confident,Earnest,Passionate,Poignant,Restrained,Reverent,Romantic,Smooth,Sweet","Contemporary R&B,Neo-Soul,Soul,Urban",MT0028813196_vocals.wav,Lyfe Jennings,"vibrato, falsetto, belting","warm, gentle, bright",0.985,train
MT0011827018,"Bleak,Brooding,Cold,Confident,Detached,Eerie,Gloomy,Gutsy,Hypnotic,Menacing,Nocturnal,Ominous,Paranoid,Quirky,Slick,Trippy","Alternative/Indie Rock,Experimental,Experimental Electronic,Experimental Rock,Post-Punk",F1-OnMyOwn-Opera-抒情力量09.wav,F1,"vibrato, legato, classical","bright, clear, refined",0.135,train
MT0007805279,"Brash,Bravado,Cold,Confident,Confrontational,Energetic,Hostile,Irreverent,Malevolent,Menacing,Nocturnal,Ominous,Provocative,Reckless,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Volatile","Gangsta Rap,Hardcore Rap,West Coast Rap",Alto-1_Breathy_who_says_Breathy_Group_0001.wav,Alto-1,"straight tone, clean phrasing","gentle, bright, clear",0.065,train
MT0014612093,"Amiable/Good-Natured,Carefree,Dreamy,Elaborate,Hypnotic,Laid-Back/Mellow,Nocturnal,Reflective,Relaxed,Sentimental,Slick,Smooth,Sophisticated,Street-Smart,Stylish,Thuggish,Wistful","G-Funk,Neo-Soul,Soul,West Coast Rap",Alto-2_Vibrato_Someone_You_Loved_Vibrato_Group_0003.wav,Alto-2,"vibrato, legato, controlled","clear, smooth, warm",0.825,train
MT0000038502,"Aggressive,Angst-Ridden,Anguished/Distraught,Complex,Confident,Confrontational,Crunchy,Dramatic,Elaborate,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Raucous,Sophisticated,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","Alternative Metal,Alternative/Indie Rock,Death Metal,Heavy Metal,Post-Hardcore,Power Metal,Progressive Metal",Tenor-1_Pharyngeal_Always_Remember_Us_This_Way_Control_Group_0009.wav,Tenor-1,"vibrato, falsetto","clear, thin, nasal",0.015,train
MT0013743441,"Angry,Bitter,Confrontational,Earnest,Fiery,Intense,Intimate,Melancholy,Outraged,Reserved,Sentimental,Urgent","Alternative/Indie Rock,Punk-Pop,Punk Revival",Alto-2_Pharyngeal_You_Raise_Me_Up_Pharyngeal_Group_0001.wav,Alto-2,"vibrato, legato","gentle, warm, clear",0.285,train
